,experiment_id,study_id,experiment_type,experiment_type_id,experiment_control,source_id,reference_source,comments
632,,SDY67,vaccination experiment,,1,,,
633,,SDY67,vaccination experiment,,1,,,
634,,SDY827,vaccination experiment,,1,,,
635,,SDY827,vaccination experiment,,1,,,
636,,SDY827,vaccination experiment,,1,,,
637,,SDY194,vaccination experiment,,1,,,
638,,SDY194,vaccination experiment,,1,,,
639,,SDY194,vaccination experiment,,1,,,
640,,SDY194,vaccination experiment,,1,,,
641,,SDY194,vaccination experiment,,1,,,
642,,SDY194,vaccination experiment,,1,,,
643,,SDY194,vaccination experiment,,1,,,
644,,SDY194,vaccination experiment,,1,,,
645,,SDY194,vaccination experiment,,1,,,
646,,SDY194,vaccination experiment,,1,,,
647,,SDY194,vaccination experiment,,1,,,
648,,SDY194,vaccination experiment,,1,,,
649,,SDY194,vaccination experiment,,1,,,
650,,SDY194,vaccination experiment,,1,,,
651,,SDY655,vaccination experiment,,1,,,
652,,SDY819,vaccination experiment,,1,,,
653,,SDY819,vaccination experiment,,1,,,
654,,SDY819,vaccination experiment,,1,,,
655,,SDY839,vaccination experiment,,1,,,
656,,SDY839,vaccination experiment,,1,,,
657,,SDY839,vaccination experiment,,1,,,
658,,SDY648,vaccination experiment,,1,,,
659,,SDY648,vaccination experiment,,1,,,
660,,SDY739,vaccination experiment,,1,,,
661,,SDY15,vaccination experiment,,1,,,
662,,SDY820,vaccination experiment,,1,,,
663,,SDY1324,vaccination experiment,,1,,,
664,,SDY15,vaccination experiment,,1,,,
665,,SDY15,vaccination experiment,,1,,,
666,,SDY648,vaccination experiment,,1,,,
667,,SDY648,vaccination experiment,,1,,,
668,,SDY648,vaccination experiment,,1,,,
669,,SDY648,vaccination experiment,,1,,,
670,,SDY739,vaccination experiment,,1,,,
671,,SDY775,vaccination experiment,,1,,,
672,,SDY823,vaccination experiment,,1,,,
673,,SDY15,vaccination experiment,,1,,,
674,,SDY823,vaccination experiment,,1,,,
675,,SDY901,vaccination experiment,,1,,,
676,,SDY939,vaccination experiment,,1,,,
677,,SDY887,vaccination experiment,,1,,,
678,,SDY887,vaccination experiment,,1,,,
679,,SDY951,vaccination experiment,,1,,,
680,,SDY960,vaccination experiment,,1,,,
681,,SDY1,vaccination experiment,,1,,,
682,,SDY1,vaccination experiment,,1,,,
683,,SDY1,vaccination experiment,,1,,,
684,,SDY1,vaccination experiment,,1,,,
685,,SDY1,vaccination experiment,,1,,,
686,,SDY1,vaccination experiment,,1,,,
687,,SDY960,vaccination experiment,,1,,,
688,,SDY984,vaccination experiment,,1,,,
689,,SDY984,vaccination experiment,,1,,,
690,,SDY984,vaccination experiment,,1,,,
691,,SDY984,vaccination experiment,,1,,,
692,,SDY984,vaccination experiment,,1,,,
693,,SDY984,vaccination experiment,,1,,,
694,,SDY984,vaccination experiment,,1,,,
695,,SDY984,vaccination experiment,,1,,,
696,,SDY984,vaccination experiment,,1,,,
697,,SDY984,vaccination experiment,,1,,,
698,,SDY984,vaccination experiment,,1,,,
699,,SDY984,vaccination experiment,,1,,,
700,,SDY984,vaccination experiment,,1,,,
701,,SDY984,vaccination experiment,,1,,,
702,,SDY824,vaccination experiment,,1,,,
703,,SDY691,vaccination experiment,,1,,,
704,,SDY1015,vaccination experiment,,1,,,
705,,SDY1015,vaccination experiment,,1,,,
706,,SDY1015,vaccination experiment,,1,,,
707,,SDY1015,vaccination experiment,,1,,,
708,,SDY1015,vaccination experiment,,1,,,
709,,SDY1015,vaccination experiment,,1,,,
710,,SDY1015,vaccination experiment,,1,,,
711,,SDY1015,vaccination experiment,,1,,,
712,,SDY1015,vaccination experiment,,1,,,
713,,SDY1015,vaccination experiment,,1,,,
714,,SDY1015,vaccination experiment,,1,,,
715,,SDY1015,vaccination experiment,,1,,,
716,,SDY787,vaccination experiment,,1,,,
717,,SDY787,vaccination experiment,,1,,,
718,,SDY194,vaccination experiment,,1,,,
719,,SDY746,vaccination experiment,,1,,,
720,,SDY888,vaccination experiment,,1,,,
721,,SDY1064,vaccination experiment,,1,,,
722,,SDY1045,vaccination experiment,,1,,,
723,,SDY1045,vaccination experiment,,1,,,
724,,SDY1045,vaccination experiment,,1,,,
725,,SDY1079,vaccination experiment,,1,,,
726,,SDY1079,vaccination experiment,,1,,,
727,,SDY1085,vaccination experiment,,1,,,
728,,SDY1092,vaccination experiment,,1,,,
729,,SDY1093,vaccination experiment,,1,,,
730,,SDY1097,vaccination experiment,,1,,,
731,,SDY1099,vaccination experiment,,1,,,
732,,SDY1099,vaccination experiment,,1,,,
733,,SDY1041,vaccination experiment,,1,,,
734,,SDY1043,vaccination experiment,,1,,,
735,,SDY196,vaccination experiment,,1,,,
736,,SDY197,vaccination experiment,,1,,,
737,,SDY197,vaccination experiment,,1,,,
738,,SDY198,vaccination experiment,,1,,,
739,,SDY198,vaccination experiment,,1,,,
740,,SDY199,vaccination experiment,,1,,,
741,,SDY199,vaccination experiment,,1,,,
742,,SDY196,vaccination experiment,,1,,,
743,,SDY691,vaccination experiment,,1,,,
744,,SDY200,vaccination experiment,,1,,,
745,,SDY201,vaccination experiment,,1,,,
746,,SDY1100,vaccination experiment,,1,,,
747,,SDY951,vaccination experiment,,1,,,
748,,SDY951,vaccination experiment,,1,,,
749,,SDY1324,vaccination experiment,,1,,,
750,,SDY1108,vaccination experiment,,1,,,
751,,SDY1108,vaccination experiment,,1,,,
752,,SDY1108,vaccination experiment,,1,,,
753,,SDY1108,vaccination experiment,,1,,,
754,,SDY1108,vaccination experiment,,1,,,
755,,SDY1109,vaccination experiment,,1,,,
756,,SDY1109,vaccination experiment,,1,,,
757,,SDY997,vaccination experiment,,1,,,
758,,SDY997,vaccination experiment,,1,,,
759,,SDY997,vaccination experiment,,1,,,
760,,SDY997,vaccination experiment,,1,,,
761,,SDY997,vaccination experiment,,1,,,
762,,SDY997,vaccination experiment,,1,,,
763,,SDY984,vaccination experiment,,1,,,
764,,SDY1119,vaccination experiment,,1,,,
765,,SDY1119,vaccination experiment,,1,,,
766,,SDY1148,vaccination experiment,,1,,,
767,,SDY1148,vaccination experiment,,1,,,
768,,SDY1148,vaccination experiment,,1,,,
769,,SDY1148,vaccination experiment,,1,,,
770,,SDY1148,vaccination experiment,,1,,,
771,,SDY1149,vaccination experiment,,1,,,
772,,SDY1157,vaccination experiment,,1,,,
773,,SDY1157,vaccination experiment,,1,,,
774,,SDY1115,vaccination experiment,,1,,,
775,,SDY1155,vaccination experiment,,1,,,
776,,SDY1027,vaccination experiment,,1,,,
777,,SDY1027,vaccination experiment,,1,,,
778,,SDY1149,vaccination experiment,,1,,,
779,,SDY1164,vaccination experiment,,1,,,
780,,SDY1162,vaccination experiment,,1,,,
781,,SDY1115,vaccination experiment,,1,,,
782,,SDY997,vaccination experiment,,1,,,
783,,SDY673,vaccination experiment,,1,,,
784,,SDY1175,vaccination experiment,,1,,,
785,,SDY1176,vaccination experiment,,1,,,
786,,SDY1176,vaccination experiment,,1,,,
787,,SDY1176,vaccination experiment,,1,,,
788,,SDY998,vaccination experiment,,1,,,
789,,SDY998,vaccination experiment,,1,,,
790,,SDY998,vaccination experiment,,1,,,
791,,SDY998,vaccination experiment,,1,,,
792,,SDY998,vaccination experiment,,1,,,
793,,SDY1185,vaccination experiment,,1,,,
794,,SDY1185,vaccination experiment,,1,,,
795,,SDY1185,vaccination experiment,,1,,,
796,,SDY997,vaccination experiment,,1,,,
797,,SDY1190,vaccination experiment,,1,,,
798,,SDY998,vaccination experiment,,1,,,
799,,SDY997,vaccination experiment,,1,,,
800,,SDY998,vaccination experiment,,1,,,
801,,SDY1206,vaccination experiment,,1,,,
802,,SDY1217,vaccination experiment,,1,,,
803,,SDY903,vaccination experiment,,1,,,
804,,SDY520,vaccination experiment,,1,,,
805,,SDY640,vaccination experiment,,1,,,
806,,SDY998,vaccination experiment,,1,,,
807,,SDY1172,vaccination experiment,,1,,,
808,,SDY1249,vaccination experiment,,1,,,
809,,SDY1190,vaccination experiment,,1,,,
810,,SDY1290,vaccination experiment,,1,,,
811,,SDY1298,vaccination experiment,,1,,,
812,,SDY1256,vaccination experiment,,1,,,
813,,SDY1256,vaccination experiment,,1,,,
814,,SDY1256,vaccination experiment,,1,,,
815,,SDY1256,vaccination experiment,,1,,,
816,,SDY1256,vaccination experiment,,1,,,
817,,SDY1289,vaccination experiment,,1,,,
818,,SDY1289,vaccination experiment,,1,,,
819,,SDY1302,vaccination experiment,,1,,,
820,,SDY1302,vaccination experiment,,1,,,
821,,SDY1302,vaccination experiment,,1,,,
822,,SDY1302,vaccination experiment,,1,,,
823,,SDY1302,vaccination experiment,,1,,,
824,,SDY1302,vaccination experiment,,1,,,
825,,SDY1293,vaccination experiment,,1,,,
826,,SDY1276,vaccination experiment,,1,,,
827,,SDY1276,vaccination experiment,,1,,,
828,,SDY1276,vaccination experiment,,1,,,
829,,SDY1260,vaccination experiment,,1,,,
830,,SDY1260,vaccination experiment,,1,,,
831,,SDY1260,vaccination experiment,,1,,,
832,,SDY1260,vaccination experiment,,1,,,
833,,SDY1294,vaccination experiment,,1,,,
834,,SDY1326,vaccination experiment,,1,,,
835,,SDY1328,vaccination experiment,,1,,,
836,,SDY1264,vaccination experiment,,1,,,
837,,SDY1264,vaccination experiment,,1,,,
838,,SDY1288,vaccination experiment,,1,,,
839,,SDY1288,vaccination experiment,,1,,,
840,,SDY903,vaccination experiment,,1,,,
841,,SDY1288,vaccination experiment,,1,,,
842,,SDY903,vaccination experiment,,1,,,
843,,SDY1299,vaccination experiment,,1,,,
844,,SDY1335,vaccination experiment,,1,,,
845,,SDY1335,vaccination experiment,,1,,,
846,,SDY1335,vaccination experiment,,1,,,
847,,SDY1335,vaccination experiment,,1,,,
848,,SDY1335,vaccination experiment,,1,,,
849,,SDY1335,vaccination experiment,,1,,,
850,,SDY1299,vaccination experiment,,1,,,
851,,SDY1337,vaccination experiment,,1,,,
852,,SDY1352,vaccination experiment,,1,,,
853,,SDY1352,vaccination experiment,,1,,,
854,,SDY1364,vaccination experiment,,1,,,
855,,SDY1364,vaccination experiment,,1,,,
856,,SDY1369,vaccination experiment,,1,,,
857,,SDY1291,vaccination experiment,,1,,,
858,,SDY1325,vaccination experiment,,1,,,
859,,SDY1370,vaccination experiment,,1,,,
860,,SDY787,vaccination experiment,,1,,,
861,,SDY1373,vaccination experiment,,1,,,
862,,SDY1371,vaccination experiment,,1,,,
863,,SDY1361,vaccination experiment,,1,,,
864,,SDY1361,vaccination experiment,,1,,,
865,,SDY1252,vaccination experiment,,1,,,
866,,SDY1252,vaccination experiment,,1,,,
867,,SDY1252,vaccination experiment,,1,,,
868,,SDY1252,vaccination experiment,,1,,,
869,,SDY1343,vaccination experiment,,1,,,
870,,SDY270,vaccination experiment,,1,,,
871,,SDY270,vaccination experiment,,1,,,
872,,SDY1368,vaccination experiment,,1,,,
873,,SDY1178,vaccination experiment,,1,,,
874,,SDY1363,vaccination experiment,,1,,,
875,,SDY1389,vaccination experiment,,1,,,
876,,SDY820,vaccination experiment,,1,,,
877,,SDY1289,vaccination experiment,,1,,,
878,,SDY1230,vaccination experiment,,1,,,
879,,SDY1331,vaccination experiment,,1,,,
880,,SDY1086,vaccination experiment,,1,,,
881,,SDY1401,vaccination experiment,,1,,,
882,,SDY1401,vaccination experiment,,1,,,
883,,SDY1402,vaccination experiment,,1,,,
884,,SDY1389,vaccination experiment,,1,,,
885,,SDY1389,vaccination experiment,,1,,,
886,,SDY1409,vaccination experiment,,1,,,
887,,SDY1409,vaccination experiment,,1,,,
888,,SDY1409,vaccination experiment,,1,,,
889,,SDY1409,vaccination experiment,,1,,,
890,,SDY1409,vaccination experiment,,1,,,
891,,SDY1409,vaccination experiment,,1,,,
892,,SDY1409,vaccination experiment,,1,,,
893,,SDY1409,vaccination experiment,,1,,,
894,,SDY1409,vaccination experiment,,1,,,
895,,SDY1409,vaccination experiment,,1,,,
896,,SDY1409,vaccination experiment,,1,,,
897,,SDY1409,vaccination experiment,,1,,,
898,,SDY1409,vaccination experiment,,1,,,
899,,SDY1409,vaccination experiment,,1,,,
900,,SDY1409,vaccination experiment,,1,,,
901,,SDY1409,vaccination experiment,,1,,,
902,,SDY1409,vaccination experiment,,1,,,
903,,SDY1409,vaccination experiment,,1,,,
904,,SDY1409,vaccination experiment,,1,,,
905,,SDY1409,vaccination experiment,,1,,,
906,,SDY1409,vaccination experiment,,1,,,
907,,SDY1409,vaccination experiment,,1,,,
908,,SDY1409,vaccination experiment,,1,,,
909,,SDY1409,vaccination experiment,,1,,,
910,,SDY1409,vaccination experiment,,1,,,
911,,SDY1409,vaccination experiment,,1,,,
912,,SDY1409,vaccination experiment,,1,,,
913,,SDY1409,vaccination experiment,,1,,,
914,,SDY1409,vaccination experiment,,1,,,
915,,SDY1409,vaccination experiment,,1,,,
916,,SDY1409,vaccination experiment,,1,,,
917,,SDY1409,vaccination experiment,,1,,,
918,,SDY1409,vaccination experiment,,1,,,
919,,SDY1409,vaccination experiment,,1,,,
920,,SDY1409,vaccination experiment,,1,,,
921,,SDY1409,vaccination experiment,,1,,,
922,,SDY1409,vaccination experiment,,1,,,
923,,SDY1409,vaccination experiment,,1,,,
924,,SDY1409,vaccination experiment,,1,,,
925,,SDY1409,vaccination experiment,,1,,,
926,,SDY1409,vaccination experiment,,1,,,
927,,SDY1409,vaccination experiment,,1,,,
928,,SDY1409,vaccination experiment,,1,,,
929,,SDY1409,vaccination experiment,,1,,,
930,,SDY1409,vaccination experiment,,1,,,
931,,SDY1409,vaccination experiment,,1,,,
932,,SDY1409,vaccination experiment,,1,,,
933,,SDY1409,vaccination experiment,,1,,,
934,,SDY1409,vaccination experiment,,1,,,
935,,SDY1409,vaccination experiment,,1,,,
936,,SDY1409,vaccination experiment,,1,,,
937,,SDY1409,vaccination experiment,,1,,,
938,,SDY1409,vaccination experiment,,1,,,
939,,SDY1409,vaccination experiment,,1,,,
940,,SDY1409,vaccination experiment,,1,,,
941,,SDY1409,vaccination experiment,,1,,,
942,,SDY787,vaccination experiment,,1,,,
943,,SDY1086,vaccination experiment,,1,,,
944,,SDY1411,vaccination experiment,,1,,,
945,,SDY1411,vaccination experiment,,1,,,
946,,SDY1411,vaccination experiment,,1,,,
947,,SDY1411,vaccination experiment,,1,,,
948,,SDY1411,vaccination experiment,,1,,,
949,,SDY1411,vaccination experiment,,1,,,
950,,SDY1411,vaccination experiment,,1,,,
951,,SDY1411,vaccination experiment,,1,,,
952,,SDY1411,vaccination experiment,,1,,,
953,,SDY1411,vaccination experiment,,1,,,
954,,SDY1411,vaccination experiment,,1,,,
955,,SDY1411,vaccination experiment,,1,,,
956,,SDY888,vaccination experiment,,1,,,
957,,SDY1086,vaccination experiment,,1,,,
958,,SDY1385,vaccination experiment,,1,,,
959,,SDY1086,vaccination experiment,,1,,,
960,,SDY1086,vaccination experiment,,1,,,
961,,SDY1385,vaccination experiment,,1,,,
962,,SDY787,vaccination experiment,,1,,,
963,,SDY1424,vaccination experiment,,1,,,
964,,SDY1424,vaccination experiment,,1,,,
965,,SDY1424,vaccination experiment,,1,,,
966,,SDY1424,vaccination experiment,,1,,,
967,,SDY1086,vaccination experiment,,1,,,
968,,SDY1086,vaccination experiment,,1,,,
969,,SDY1086,vaccination experiment,,1,,,
970,,SDY1086,vaccination experiment,,1,,,
971,,SDY1086,vaccination experiment,,1,,,
972,,SDY1086,vaccination experiment,,1,,,
973,,SDY1086,vaccination experiment,,1,,,
974,,SDY1086,vaccination experiment,,1,,,
975,,SDY1086,vaccination experiment,,1,,,
976,,SDY1086,vaccination experiment,,1,,,
977,,SDY984,vaccination experiment,,1,,,
978,,SDY1086,vaccination experiment,,1,,,
979,,SDY1325,vaccination experiment,,1,,,
980,,SDY998,vaccination experiment,,1,,,
981,,SDY998,vaccination experiment,,1,,,
982,,SDY616,vaccination experiment,,1,,,
983,,SDY1412,vaccination experiment,,1,,,
984,,SDY1412,vaccination experiment,,1,,,
985,,SDY1412,vaccination experiment,,1,,,
986,,SDY888,vaccination experiment,,1,,,
987,,SDY1294,vaccination experiment,,1,,,
988,,SDY997,vaccination experiment,,1,,,
989,,SDY1341,vaccination experiment,,1,,,
990,,SDY1341,vaccination experiment,,1,,,
991,,SDY1446,vaccination experiment,,1,,,
992,,SDY1267,vaccination experiment,,1,,,
993,,SDY1387,vaccination experiment,,1,,,
994,,SDY1387,vaccination experiment,,1,,,
995,,SDY1387,vaccination experiment,,1,,,
996,,SDY1387,vaccination experiment,,1,,,
997,,SDY1486,vaccination experiment,,1,,,
998,,SDY1487,vaccination experiment,,1,,,
999,,SDY1487,vaccination experiment,,1,,,
1000,,SDY1487,vaccination experiment,,1,,,
1001,,SDY1487,vaccination experiment,,1,,,
1002,,SDY1487,vaccination experiment,,1,,,
1003,,SDY1487,vaccination experiment,,1,,,
1004,,SDY1487,vaccination experiment,,1,,,
1005,,SDY1487,vaccination experiment,,1,,,
1006,,SDY1487,vaccination experiment,,1,,,
1007,,SDY1490,vaccination experiment,,1,,,
1008,,SDY1502,vaccination experiment,,1,,,
1009,,SDY1502,vaccination experiment,,1,,,
1010,,SDY1502,vaccination experiment,,1,,,
1011,,SDY1502,vaccination experiment,,1,,,
1012,,SDY1439,vaccination experiment,,1,,,
1013,,SDY1502,vaccination experiment,,1,,,
1014,,SDY1502,vaccination experiment,,1,,,
1015,,SDY1439,vaccination experiment,,1,,,
1016,,SDY887,vaccination experiment,,1,,,
1017,,SDY1467,vaccination experiment,,1,,,
1018,,SDY888,vaccination experiment,,1,,,
1019,,SDY1414,vaccination experiment,,1,,,
1020,,SDY1468,vaccination experiment,,1,,,
1021,,SDY1529,vaccination experiment,,1,,,
1022,,SDY1529,vaccination experiment,,1,,,
1023,,SDY1469,vaccination experiment,,1,,,
1024,,SDY1475,vaccination experiment,,1,,,
1025,,SDY1530,vaccination experiment,,1,,,
1026,,SDY1465,vaccination experiment,,1,,,
1027,,SDY1530,vaccination experiment,,1,,,
1028,,SDY1364,vaccination experiment,,1,,,
1029,,SDY1466,vaccination experiment,,1,,,
1030,,SDY1466,vaccination experiment,,1,,,
1031,,SDY1393,vaccination experiment,,1,,,
1032,,SDY1471,vaccination experiment,,1,,,
1033,,SDY1394,vaccination experiment,,1,,,
1034,,SDY1395,vaccination experiment,,1,,,
1035,,SDY1396,vaccination experiment,,1,,,
1036,,SDY1397,vaccination experiment,,1,,,
1037,,SDY404,vaccination experiment,,1,,,
1038,,SDY1472,vaccination experiment,,1,,,
1039,,SDY1381,vaccination experiment,,1,,,
1040,,SDY1381,vaccination experiment,,1,,,
1041,,SDY1464,vaccination experiment,,1,,,
1042,,SDY1394,vaccination experiment,,1,,,
1043,,SDY1395,vaccination experiment,,1,,,
1044,,SDY1396,vaccination experiment,,1,,,
1045,,SDY1397,vaccination experiment,,1,,,
1046,,SDY400,vaccination experiment,,1,,,
1047,,SDY1039,vaccination experiment,,1,,,
1048,,SDY404,vaccination experiment,,1,,,
1049,,SDY1479,vaccination experiment,,1,,,
1050,,SDY1480,vaccination experiment,,1,,,
1051,,SDY1482,vaccination experiment,,1,,,
1052,,SDY1484,vaccination experiment,,1,,,
1053,,SDY1555,vaccination experiment,,1,,,
1054,,SDY1555,vaccination experiment,,1,,,
1055,,SDY1555,vaccination experiment,,1,,,
1056,,SDY1555,vaccination experiment,,1,,,
1057,,SDY1468,vaccination experiment,,1,,,
1058,,SDY1469,vaccination experiment,,1,,,
1059,,SDY1465,vaccination experiment,,1,,,
1060,,SDY1479,vaccination experiment,,1,,,
1061,,SDY1594,vaccination experiment,,1,,,
1062,,SDY1594,vaccination experiment,,1,,,
1063,,SDY1536,vaccination experiment,,1,,,
1064,,SDY1536,vaccination experiment,,1,,,
1065,,SDY1595,vaccination experiment,,1,,,
1066,,SDY1595,vaccination experiment,,1,,,
1067,,SDY1595,vaccination experiment,,1,,,
1068,,SDY1595,vaccination experiment,,1,,,
1069,,SDY1595,vaccination experiment,,1,,,
1070,,SDY1595,vaccination experiment,,1,,,
1071,,SDY1595,vaccination experiment,,1,,,
1072,,SDY1595,vaccination experiment,,1,,,
1073,,SDY1595,vaccination experiment,,1,,,
1074,,SDY1595,vaccination experiment,,1,,,
1075,,SDY1595,vaccination experiment,,1,,,
1076,,SDY1595,vaccination experiment,,1,,,
1077,,SDY1595,vaccination experiment,,1,,,
1078,,SDY1595,vaccination experiment,,1,,,
1079,,SDY1595,vaccination experiment,,1,,,
1080,,SDY1595,vaccination experiment,,1,,,
1081,,SDY1595,vaccination experiment,,1,,,
1082,,SDY1595,vaccination experiment,,1,,,
1083,,SDY1595,vaccination experiment,,1,,,
1084,,SDY1595,vaccination experiment,,1,,,
1085,,SDY1595,vaccination experiment,,1,,,
1086,,SDY1595,vaccination experiment,,1,,,
1087,,SDY1598,vaccination experiment,,1,,,
1088,,SDY1597,vaccination experiment,,1,,,
1089,,SDY1591,vaccination experiment,,1,,,
1090,,SDY1595,vaccination experiment,,1,,,
