,study_id,study_type,study_type_id,study_name,reference_id,reference_source,comments,description,study_description
73,1089,,,,SDY13,,,Analysis of the Response of Subjects with Atopic Dermatitis to Oral Vitamin D3 by Measurement of Antimicrobial Peptide Expression in Skin and Saliva (CATH 03),"The goal of the Atopic Dermatitis Vaccinia Network (ADVN) is to research methods for preventing atopic dermatitis (AD) patients from contracting eczema vaccinatum (EV), a potentially fatal complication of smallpox vaccinations. A critical host defense defect uncovered in patients with AD is their apparent relative lack of expression of antimicrobial peptides (AMPs), specifically cathelicidins, under inflammatory conditions. AMPs are important effectors and triggers in the innate immune system, and the lack of expression in AD patients could be a key component in their susceptibility to EV. This study will examine whether or not administration of oral Vitamin D3 given over 21 days will change the AMP expression in the skin or saliva of AD subjects and healthy controls."
74,5824,,,,SDY1300,,,RG-HRV16 Inoculum Dose Determination,"The study will have a single-blind, 5+5 design for dose finding with dose de-escalation with a maximum of 4 groups of up to 10 healthy, HRV16 seronegative adult subjects inoculated with either placebo or a dose of 100, 500, 1000 or 10,000 TCD50 of RG-HRV16. Household or close contacts of research subjects will be invited to join in a surveillance portion of the protocol in order to obtain safety information on the transmission and severity of RG-HRV16 colds."
75,5775,,,,SDY1302,,,"Prematurity, Respiratory outcomes, Immune System, and Microbiome Study (PRISM)","This Clinical Research Study will investigate the relationships between sequential respiratory viral infections, patterns of intestinal and respiratory bacterial colonization, and adaptive cellular immune phenotypes which are associated with increased susceptibility to respiratory infections and long term respiratory morbidity in preterm and full term infants."
76,2872,,,,SDY131,,,Pediatric Kidney Transplant Without Calcineurin Inhibitors (CN01),"The purpose of this study is to see the effect of using drugs other than calcineurin inhibitors to improve the rate of kidney transplant failure.Kidney transplantation can help children with end-stage kidney disease. However, it has been difficult to find treatment for donor graft rejection that does not have a lot of side effects. Researchers hope to find treatments (immunosuppressants) with fewer side effects. One approach is to avoid using calcineurin inhibitors and to try a new drug known as sirolimus instead. Another is to use steroids less often. This study will test whether using sirolimus, fewer steroid treatments, MMF, and certain antibodies will improve long-term graft survival in children receiving kidney transplants from living donors."
77,2872,,,,SDY132,,,Tacrolimus with Steroids and Standard Daclizumab Versus Steroid-Free Tacrolimus with Extended Daclizumab in Pediatric Renal Transplantation (SNS01),"Over the last 40 years, corticosteroids have been an important part of drug regimens used to prevent organ rejection and maintain the immune health of people who have received organ transplants. Unfortunately, the negative physical effects of corticosteroids can be severe, especially in children. The purpose of this study is to determine the safety and effectiveness of a corticosteroid-free treatment regimen for children and adolescents who have received kidney transplants."
78,4876,,,,SDY1324,,,Transcriptomic Analysis of CD4+ T Cells Reveals Novel Immune Signatures of Latent Tuberculosis. (See SDY820 for corresponding PBMC results.),T cell immune signature associated with latent TB infection as well as BCG vaccination was studied
79,6133,,,,SDY1325,,,B-cell responses to meningococcal vaccine.,Comparison of plain-polysaccharide and protein-polysaccharide conjugate vaccines.
80,4009,,,,SDY1326,,,A proteomic clock of human pregnancy,Advances in multiplexed platform technologies facilitated exploration of human plasma proteins in term pregnancies indicating the existence of a proteomic clock
81,4009,,,,SDY1327,,,Adaptive and innate immunity in sPTB,"This study is a meta-analysis evaluating differential gene expression signals in spontaneous preterm birth (sPTB). Three studies related to sPTB with maternal whole blood samples were selected in publicly available datasets, resulting in data from 339 samples. A meta-analysis of the aggregated and normalized transcriptomic datasets led to identification of 210 genes differentially expressed in sPTB relative to term birth. These genes were enriched in immune related pathways, showing upregulation of innate immunity and downregulation of adaptive immunity in women who delivered preterm. Additional analyses identified potential clinically relevant biomarkers."
82,6133,,,,SDY1328,,,"Transcriptional profiling of HBV-naive subjects before vaccination against Hepatitis A/B viruses, Diphtheria/Tetanus toxoids and Cholera.","One hundred and seventy four (174) generally healthy, Hepatitis B virus (HBV) naive, adult residents of Quebec were vaccinated with two doses of Twinrix (HBsAg and Hepatitis A virus - Glaxo Smith-Kline), generic Tetanus-diphtheria booster (tetanus and diphtheria - Sanofi-Pasteur), and Dukoral (recombinant cholera toxin B subunit and whole killed Vibrios - Sanofi Pasteur) according to the respective product labels. Blood samples were taken immediately prior to vaccination. Pre-vaccination high dimensional analyses of blood using transcriptional profiling and flow cytometry revealed that subjects having increased memory B cell frequencies and higher expression of genes downstream of B cell receptor signaling responded more strongly to the HBV vaccine whereas subjects having higher expression of inflammatory related genes and greater numbers of activated innate immune cells showed a weaker response to this vaccine."
83,2872,,,,SDY133,,,Steroid Withdrawal in Pediatric Kidney Transplant Recipients (SW01),"The purpose of this study is to examine the effects of withdrawing steroids on graft rejection and kidney functions in kidney transplant recipients between the ages of 0 and 20 years (prior to their 21st birthday). Graft survival has improved in recent years in children with kidney transplants. One bad side effect of steroid maintenance therapy has been growth retardation. Doctors believe steroids might be safely withdrawn in patients that are receiving other maintenance therapies. If steroids are removed, children might catch up in their growth and also might have fewer side effects of other kinds. This study evaluates whether steroid therapy can be withdrawn in a way that does not increase graft rejection."
84,6067,,,,SDY1331,,,Efficacy of Islet After Kidney Transplantation (CIT-06) and Extended Follow Up after Islet Transplantation in Type 1 Diabetes (CIT-08),CIT-06: The purpose of this study is to assess the benefit of islet transplantation in type 1 diabetic kidney transplant recipients. CIT-08: The purpose of this protocol is to collect long-term follow-up information on the safety and efficacy of islet transplantation in CIT subjects after their completion in their CIT parent study.
85,5775,,,,SDY1335,,,Immune Profiling Assay Development for Pertussis vaccines,The specific aims of this study are to develop cell-mediated and serological assays for the evaluation of the type and quality of immune cell and antibody responses to Pertussis vaccination.
86,4845,,,,SDY1337,,,"Sequence-based HLA-A, B, C, DP, DQ, and DR typing","DNA sequence-based typing at the HLA-A, -B, -C, -DPB1, -DQA1, -DQB1, and -DRB1 loci"
87,2872,,,,SDY134,,,Safety in Immunomodulatory Functions of Campath-1H (PC01),"This is a multicenter, open label, single arm trial to evaluate the safety of alemtuzumab after kidney transplantation as part of a multitherapy regimen to prevent kidney graft loss and death and to avoid steroids and chronic use of calcineurin inhibitors in pediatric renal transplant recipients 1 to 20 years of age."
88,4009,,,,SDY1341,,,Vaginal Virome and Preterm Birth (See companion study SDY1206),Higher vaginal eukaryotic DNA viral diversity during pregnancy is associated with
